INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
31753	Tiêu Vu Nhi	0	140	3663	0	10	0	-1	9	40	3	0.1	-1	1	14602	5487	14602	5487	113280	13275	0	0	8505	810	36	36	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	617	1	1	-1	100	100	set:FightNPCHeader6 image:FightNPCHeader6_21	1200	2400	152	3892	12679	5955	12679	5955	122956	1	28	10	0	0	2	3	0	0	0
31754	Tiêu Vu Nhi	0	150	3892	0	10	0	-1	9	40	3	0.1	-1	1	15642	5877	15642	5877	121344	14220	0	0	9109	867	39	39	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	617	1	1	-1	100	100	set:FightNPCHeader6 image:FightNPCHeader6_21	1200	2400	162	3892	13511	6346	13511	6346	131020	1	28	10	0	0	2	3	0	0	0
31755	Tiêu Vu Nhi	0	160	3892	0	10	0	-1	9	40	3	0.1	-1	1	16681	6268	16681	6268	129408	15165	0	0	9714	925	41	41	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	617	1	1	-1	100	100	set:FightNPCHeader6 image:FightNPCHeader6_21	1200	2400	172	3892	14343	6736	14343	6736	139084	1	28	10	0	0	2	3	0	0	0
31756	Tiêu Vu Nhi	0	170	3892	0	10	0	-1	9	40	3	0.1	-1	1	17721	6658	17721	6658	137472	16110	0	0	10319	982	43	43	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	617	1	1	-1	100	100	set:FightNPCHeader6 image:FightNPCHeader6_21	1200	2400	182	3892	15174	7127	15174	7127	147148	1	28	10	0	0	2	3	0	0	0
31757	Tiêu Vu Nhi	0	180	3892	0	10	0	-1	9	40	3	0.1	-1	1	18760	7049	18760	7049	145536	17055	0	0	10924	1040	46	46	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	617	1	1	-1	100	100	set:FightNPCHeader6 image:FightNPCHeader6_21	1200	2400	192	3892	16006	7518	16006	7518	155212	1	28	10	0	0	2	3	0	0	0
31758	Tiêu Vu Nhi	0	190	3892	0	10	0	-1	9	40	3	0.1	-1	1	19800	7439	19800	7439	153600	18000	0	0	11528	1098	48	48	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	617	1	1	-1	100	100	set:FightNPCHeader6 image:FightNPCHeader6_21	1200	2400	202	3892	16671	7830	16671	7830	161664	1	28	10	0	0	2	3	0	0	0
31759	Tiêu Vu Nhi	0	200	3892	0	10	0	-1	9	40	3	0.1	-1	1	20839	7830	20839	7830	161664	18945	0	0	12133	1155	51	51	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	617	1	1	-1	100	100	set:FightNPCHeader6 image:FightNPCHeader6_21	1200	2400	212	3892	16671	7830	16671	7830	161664	1	28	10	0	0	2	3	0	0	0
31760	Tào Song	0	110	2899	0	10	0	-1	9	40	3	0.1	-1	1	11484	4315	11484	4315	89088	10440	0	0	6690	637	29	29	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1602	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_1	1200	2400	122	3204	10185	4783	10185	4783	98764	1	28	10	0	0	2	3	0	0	0
31761	Tào Song	0	120	3153	0	10	0	-1	9	40	3	0.1	-1	1	12523	4705	12523	4705	97152	11385	0	0	7295	694	31	31	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1602	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_1	1200	2400	132	3459	11016	5174	11016	5174	106828	1	28	10	0	0	2	3	0	0	0
31762	Tào Song	0	130	3409	0	10	0	-1	9	40	3	0.1	-1	1	13563	5096	13563	5096	105216	12330	0	0	7900	752	34	34	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1602	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_1	1200	2400	142	3713	11848	5565	11848	5565	114892	1	28	10	0	0	2	3	0	0	0
31763	Tào Song	0	140	3663	0	10	0	-1	9	40	3	0.1	-1	1	14602	5487	14602	5487	113280	13275	0	0	8505	810	36	36	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1602	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_1	1200	2400	152	3892	12679	5955	12679	5955	122956	1	28	10	0	0	2	3	0	0	0
31764	Tào Song	0	150	3892	0	10	0	-1	9	40	3	0.1	-1	1	15642	5877	15642	5877	121344	14220	0	0	9109	867	39	39	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1602	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_1	1200	2400	162	3892	13511	6346	13511	6346	131020	1	28	10	0	0	2	3	0	0	0
31765	Tào Song	0	160	3892	0	10	0	-1	9	40	3	0.1	-1	1	16681	6268	16681	6268	129408	15165	0	0	9714	925	41	41	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1602	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_1	1200	2400	172	3892	14343	6736	14343	6736	139084	1	28	10	0	0	2	3	0	0	0
31766	Tào Song	0	170	3892	0	10	0	-1	9	40	3	0.1	-1	1	17721	6658	17721	6658	137472	16110	0	0	10319	982	43	43	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1602	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_1	1200	2400	182	3892	15174	7127	15174	7127	147148	1	28	10	0	0	2	3	0	0	0
31767	Tào Song	0	180	3892	0	10	0	-1	9	40	3	0.1	-1	1	18760	7049	18760	7049	145536	17055	0	0	10924	1040	46	46	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1602	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_1	1200	2400	192	3892	16006	7518	16006	7518	155212	1	28	10	0	0	2	3	0	0	0
31768	Tào Song	0	190	3892	0	10	0	-1	9	40	3	0.1	-1	1	19800	7439	19800	7439	153600	18000	0	0	11528	1098	48	48	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1602	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_1	1200	2400	202	3892	16671	7830	16671	7830	161664	1	28	10	0	0	2	3	0	0	0
31769	Tào Song	0	200	3892	0	10	0	-1	9	40	3	0.1	-1	1	20839	7830	20839	7830	161664	18945	0	0	12133	1155	51	51	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1602	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_1	1200	2400	212	3892	16671	7830	16671	7830	161664	1	28	10	0	0	2	3	0	0	0
31770	C¶ Tr¡ng	0	110	7824	0	10	7	-1	9	20	1	0.1	-1	0	4593	1726	4593	1726	57016	4176	0	0	2676	254	11	11	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	521	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_2	1200	2400	119	8442	3974	1866	3974	1866	61661	1	29	10	0	0	3	5	0	0	0
31771	C¶ Tr¡ng	0	120	8509	0	10	7	-1	9	20	1	0.1	-1	0	5009	1882	5009	1882	62177	4554	0	0	2918	277	12	12	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	521	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_2	1200	2400	129	9128	4306	2022	4306	2022	66822	1	29	10	0	0	3	5	0	0	0
31772	C¶ Tr¡ng	0	130	9199	0	10	7	-1	9	20	1	0.1	-1	0	5425	2038	5425	2038	67338	4932	0	0	3160	300	13	13	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	521	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_2	1200	2400	139	9817	4639	2179	4639	2179	71983	1	29	10	0	0	3	5	0	0	0
31773	C¶ Tr¡ng	0	140	9885	0	10	7	-1	9	20	1	0.1	-1	0	5841	2194	5841	2194	72499	5310	0	0	3402	324	14	14	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	521	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_2	1200	2400	149	10503	4972	2335	4972	2335	77144	1	29	10	0	0	3	5	0	0	0
31774	C¶ Tr¡ng	0	150	10503	0	10	7	-1	9	20	1	0.1	-1	0	6256	2351	6256	2351	77660	5688	0	0	3643	347	15	15	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	521	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_2	1200	2400	159	10503	5304	2491	5304	2491	82305	1	29	10	0	0	3	5	0	0	0
31775	C¶ Tr¡ng	0	160	10503	0	10	7	-1	9	20	1	0.1	-1	0	6672	2507	6672	2507	82821	6066	0	0	3885	370	16	16	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	521	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_2	1200	2400	169	10503	5637	2647	5637	2647	87465	1	29	10	0	0	3	5	0	0	0
31776	C¶ Tr¡ng	0	170	10503	0	10	7	-1	9	20	1	0.1	-1	0	7088	2663	7088	2663	87982	6444	0	0	4127	393	17	17	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	521	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_2	1200	2400	179	10503	5970	2804	5970	2804	92626	1	29	10	0	0	3	5	0	0	0
31777	C¶ Tr¡ng	0	180	10503	0	10	7	-1	9	20	1	0.1	-1	0	7504	2819	7504	2819	93143	6822	0	0	4369	416	18	18	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	521	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_2	1200	2400	189	10503	6302	2960	6302	2960	97787	1	29	10	0	0	3	5	0	0	0
31778	C¶ Tr¡ng	0	190	10503	0	10	7	-1	9	20	1	0.1	-1	0	7919	2975	7919	2975	98304	7200	0	0	4611	439	19	19	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	521	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_2	1200	2400	199	10503	6635	3116	6635	3116	102948	1	29	10	0	0	3	5	0	0	0
31779	C¶ Tr¡ng	0	200	10503	0	10	7	-1	9	20	1	0.1	-1	0	8335	3132	8335	3132	103464	7578	0	0	4853	462	20	20	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	521	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_2	1200	2400	209	10503	6668	3132	6668	3132	103464	1	29	10	0	0	3	5	0	0	0
31780	C¶ Ðen	0	110	7824	0	10	7	-1	9	20	1	0.1	-1	0	4593	1726	4593	1726	57016	4176	0	0	2676	254	11	11	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	523	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_1	1200	2400	119	8442	3974	1866	3974	1866	61661	1	29	10	0	0	3	5	0	0	0
31781	C¶ Ðen	0	120	8509	0	10	7	-1	9	20	1	0.1	-1	0	5009	1882	5009	1882	62177	4554	0	0	2918	277	12	12	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	523	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_1	1200	2400	129	9128	4306	2022	4306	2022	66822	1	29	10	0	0	3	5	0	0	0
31782	C¶ Ðen	0	130	9199	0	10	7	-1	9	20	1	0.1	-1	0	5425	2038	5425	2038	67338	4932	0	0	3160	300	13	13	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	523	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_1	1200	2400	139	9817	4639	2179	4639	2179	71983	1	29	10	0	0	3	5	0	0	0
31783	C¶ Ðen	0	140	9885	0	10	7	-1	9	20	1	0.1	-1	0	5841	2194	5841	2194	72499	5310	0	0	3402	324	14	14	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	523	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_1	1200	2400	149	10503	4972	2335	4972	2335	77144	1	29	10	0	0	3	5	0	0	0
31784	C¶ Ðen	0	150	10503	0	10	7	-1	9	20	1	0.1	-1	0	6256	2351	6256	2351	77660	5688	0	0	3643	347	15	15	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	523	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_1	1200	2400	159	10503	5304	2491	5304	2491	82305	1	29	10	0	0	3	5	0	0	0
31785	C¶ Ðen	0	160	10503	0	10	7	-1	9	20	1	0.1	-1	0	6672	2507	6672	2507	82821	6066	0	0	3885	370	16	16	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	523	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_1	1200	2400	169	10503	5637	2647	5637	2647	87465	1	29	10	0	0	3	5	0	0	0
31786	C¶ Ðen	0	170	10503	0	10	7	-1	9	20	1	0.1	-1	0	7088	2663	7088	2663	87982	6444	0	0	4127	393	17	17	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	523	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_1	1200	2400	179	10503	5970	2804	5970	2804	92626	1	29	10	0	0	3	5	0	0	0
31787	C¶ Ðen	0	180	10503	0	10	7	-1	9	20	1	0.1	-1	0	7504	2819	7504	2819	93143	6822	0	0	4369	416	18	18	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	523	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_1	1200	2400	189	10503	6302	2960	6302	2960	97787	1	29	10	0	0	3	5	0	0	0
31788	C¶ Ðen	0	190	10503	0	10	7	-1	9	20	1	0.1	-1	0	7919	2975	7919	2975	98304	7200	0	0	4611	439	19	19	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	523	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_1	1200	2400	199	10503	6635	3116	6635	3116	102948	1	29	10	0	0	3	5	0	0	0
31789	C¶ Ðen	0	200	10503	0	10	7	-1	9	20	1	0.1	-1	0	8335	3132	8335	3132	103464	7578	0	0	4853	462	20	20	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	523	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_1	1200	2400	209	10503	6668	3132	6668	3132	103464	1	29	10	0	0	3	5	0	0	0
31790	BÕch KÏ H°n	0	110	1956	0	10	0	106	9	20	1	0.1	-1	0	27561	1726	27561	1726	35635	4176	0	0	2676	254	11	11	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	537	1	1	-1	100	100	set:FightNPCHeader5 image:FightNPCHeader5_7	1200	2400	119	2110	23845	1866	23845	1866	38538	1	29	10	0	0	3	5	0	0	0
31791	BÕch KÏ H°n	0	120	2127	0	10	0	106	9	20	1	0.1	-1	0	30056	1882	30056	1882	38860	4554	0	0	2918	277	12	12	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	537	1	1	-1	100	100	set:FightNPCHeader5 image:FightNPCHeader5_7	1200	2400	129	2282	25841	2022	25841	2022	41763	1	29	10	0	0	3	5	0	0	0
31792	BÕch KÏ H°n	0	130	2299	0	10	0	106	9	20	1	0.1	-1	0	32551	2038	32551	2038	42086	4932	0	0	3160	300	13	13	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	537	1	1	-1	100	100	set:FightNPCHeader5 image:FightNPCHeader5_7	1200	2400	139	2454	27837	2179	27837	2179	44989	1	29	10	0	0	3	5	0	0	0
31793	BÕch KÏ H°n	0	140	2471	0	10	0	106	9	20	1	0.1	-1	0	35046	2194	35046	2194	45312	5310	0	0	3402	324	14	14	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	537	1	1	-1	100	100	set:FightNPCHeader5 image:FightNPCHeader5_7	1200	2400	149	2625	29833	2335	29833	2335	48215	1	29	10	0	0	3	5	0	0	0
31794	BÕch KÏ H°n	0	150	2625	0	10	0	106	9	20	1	0.1	-1	0	37540	2351	37540	2351	48537	5688	0	0	3643	347	15	15	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	537	1	1	-1	100	100	set:FightNPCHeader5 image:FightNPCHeader5_7	1200	2400	159	2625	31828	2491	31828	2491	51440	1	29	10	0	0	3	5	0	0	0
31795	BÕch KÏ H°n	0	160	2625	0	10	0	106	9	20	1	0.1	-1	0	40035	2507	40035	2507	51763	6066	0	0	3885	370	16	16	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	537	1	1	-1	100	100	set:FightNPCHeader5 image:FightNPCHeader5_7	1200	2400	169	2625	33824	2647	33824	2647	54666	1	29	10	0	0	3	5	0	0	0
31796	BÕch KÏ H°n	0	170	2625	0	10	0	106	9	20	1	0.1	-1	0	42530	2663	42530	2663	54988	6444	0	0	4127	393	17	17	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	537	1	1	-1	100	100	set:FightNPCHeader5 image:FightNPCHeader5_7	1200	2400	179	2625	35820	2804	35820	2804	57891	1	29	10	0	0	3	5	0	0	0
31797	BÕch KÏ H°n	0	180	2625	0	10	0	106	9	20	1	0.1	-1	0	45025	2819	45025	2819	58214	6822	0	0	4369	416	18	18	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	537	1	1	-1	100	100	set:FightNPCHeader5 image:FightNPCHeader5_7	1200	2400	189	2625	37816	2960	37816	2960	61117	1	29	10	0	0	3	5	0	0	0
31798	BÕch KÏ H°n	0	190	2625	0	10	0	106	9	20	1	0.1	-1	0	47519	2975	47519	2975	61440	7200	0	0	4611	439	19	19	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	537	1	1	-1	100	100	set:FightNPCHeader5 image:FightNPCHeader5_7	1200	2400	199	2625	39812	3116	39812	3116	64343	1	29	10	0	0	3	5	0	0	0
31799	BÕch KÏ H°n	0	200	2625	0	10	0	106	9	20	1	0.1	-1	0	50014	3132	50014	3132	64665	7578	0	0	4853	462	20	20	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	537	1	1	-1	100	100	set:FightNPCHeader5 image:FightNPCHeader5_7	1200	2400	209	2625	40011	3132	40011	3132	64665	1	29	10	0	0	3	5	0	0	0
31800	H¡c KÏ H°n	0	110	1956	0	10	0	105	9	20	1	0.1	-1	0	27561	1726	27561	1726	35635	4176	0	0	2676	254	11	11	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	567	1	1	-1	100	100	set:FightNPCHeader5 image:FightNPCHeader5_8	1200	2400	119	2110	23845	1866	23845	1866	38538	1	29	10	0	0	3	5	0	0	0
31801	H¡c KÏ H°n	0	120	2127	0	10	0	105	9	20	1	0.1	-1	0	30056	1882	30056	1882	38860	4554	0	0	2918	277	12	12	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	567	1	1	-1	100	100	set:FightNPCHeader5 image:FightNPCHeader5_8	1200	2400	129	2282	25841	2022	25841	2022	41763	1	29	10	0	0	3	5	0	0	0
31802	H¡c KÏ H°n	0	130	2299	0	10	0	105	9	20	1	0.1	-1	0	32551	2038	32551	2038	42086	4932	0	0	3160	300	13	13	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	567	1	1	-1	100	100	set:FightNPCHeader5 image:FightNPCHeader5_8	1200	2400	139	2454	27837	2179	27837	2179	44989	1	29	10	0	0	3	5	0	0	0
31803	H¡c KÏ H°n	0	140	2471	0	10	0	105	9	20	1	0.1	-1	0	35046	2194	35046	2194	45312	5310	0	0	3402	324	14	14	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	567	1	1	-1	100	100	set:FightNPCHeader5 image:FightNPCHeader5_8	1200	2400	149	2625	29833	2335	29833	2335	48215	1	29	10	0	0	3	5	0	0	0
31804	H¡c KÏ H°n	0	150	2625	0	10	0	105	9	20	1	0.1	-1	0	37540	2351	37540	2351	48537	5688	0	0	3643	347	15	15	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	567	1	1	-1	100	100	set:FightNPCHeader5 image:FightNPCHeader5_8	1200	2400	159	2625	31828	2491	31828	2491	51440	1	29	10	0	0	3	5	0	0	0
31805	H¡c KÏ H°n	0	160	2625	0	10	0	105	9	20	1	0.1	-1	0	40035	2507	40035	2507	51763	6066	0	0	3885	370	16	16	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	567	1	1	-1	100	100	set:FightNPCHeader5 image:FightNPCHeader5_8	1200	2400	169	2625	33824	2647	33824	2647	54666	1	29	10	0	0	3	5	0	0	0
31806	H¡c KÏ H°n	0	170	2625	0	10	0	105	9	20	1	0.1	-1	0	42530	2663	42530	2663	54988	6444	0	0	4127	393	17	17	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	567	1	1	-1	100	100	set:FightNPCHeader5 image:FightNPCHeader5_8	1200	2400	179	2625	35820	2804	35820	2804	57891	1	29	10	0	0	3	5	0	0	0
31807	H¡c KÏ H°n	0	180	2625	0	10	0	105	9	20	1	0.1	-1	0	45025	2819	45025	2819	58214	6822	0	0	4369	416	18	18	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	567	1	1	-1	100	100	set:FightNPCHeader5 image:FightNPCHeader5_8	1200	2400	189	2625	37816	2960	37816	2960	61117	1	29	10	0	0	3	5	0	0	0
31808	H¡c KÏ H°n	0	190	2625	0	10	0	105	9	20	1	0.1	-1	0	47519	2975	47519	2975	61440	7200	0	0	4611	439	19	19	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	567	1	1	-1	100	100	set:FightNPCHeader5 image:FightNPCHeader5_8	1200	2400	199	2625	39812	3116	39812	3116	64343	1	29	10	0	0	3	5	0	0	0
31809	H¡c KÏ H°n	0	200	2625	0	10	0	105	9	20	1	0.1	-1	0	50014	3132	50014	3132	64665	7578	0	0	4853	462	20	20	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	567	1	1	-1	100	100	set:FightNPCHeader5 image:FightNPCHeader5_8	1200	2400	209	2625	40011	3132	40011	3132	64665	1	29	10	0	0	3	5	0	0	0
31810	Hµ Pháp Kim Cang	0	112	5351	0	10	0	-1	9	40	3	0.1	-1	1	7794	2928	7794	2928	60467	7086	0	0	4541	432	20	20	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	570	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_5	1200	2400	121	5769	6734	3163	6734	3163	65305	1	29	10	0	0	3	6	0	0	0
31811	Hµ Pháp Kim Cang	0	122	5815	0	10	0	-1	9	40	3	0.1	-1	1	8487	3189	8487	3189	65843	7716	0	0	4944	470	21	21	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	570	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_5	1200	2400	131	6231	7289	3423	7289	3423	70681	1	29	10	0	0	3	6	0	0	0
31812	Hµ Pháp Kim Cang	0	132	6276	0	10	0	-1	9	40	3	0.1	-1	1	9180	3449	9180	3449	71219	8346	0	0	5347	509	23	23	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	570	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_5	1200	2400	141	6692	7843	3684	7843	3684	76057	1	29	10	0	0	3	6	0	0	0
31813	Hµ Pháp Kim Cang	0	142	6737	0	10	0	-1	9	40	3	0.1	-1	1	9873	3710	9873	3710	76595	8976	0	0	5750	547	24	24	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	570	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_5	1200	2400	151	7062	8397	3944	8397	3944	81433	1	29	10	0	0	3	6	0	0	0
31814	Hµ Pháp Kim Cang	0	152	7062	0	10	0	-1	9	40	3	0.1	-1	1	10566	3970	10566	3970	81971	9606	0	0	6153	586	26	26	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	570	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_5	1200	2400	161	7062	8952	4204	8952	4204	86809	1	29	10	0	0	3	6	0	0	0
31815	Hµ Pháp Kim Cang	0	162	7062	0	10	0	-1	9	40	3	0.1	-1	1	11259	4230	11259	4230	87347	10236	0	0	6557	624	28	28	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	570	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_5	1200	2400	171	7062	9506	4465	9506	4465	92185	1	29	10	0	0	3	6	0	0	0
31816	Hµ Pháp Kim Cang	0	172	7062	0	10	0	-1	9	40	3	0.1	-1	1	11952	4491	11952	4491	92723	10866	0	0	6960	662	29	29	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	570	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_5	1200	2400	181	7062	10061	4725	10061	4725	97561	1	29	10	0	0	3	6	0	0	0
31817	Hµ Pháp Kim Cang	0	182	7062	0	10	0	-1	9	40	3	0.1	-1	1	12645	4751	12645	4751	98099	11496	0	0	7363	701	31	31	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	570	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_5	1200	2400	191	7062	10615	4986	10615	4986	102937	1	29	10	0	0	3	6	0	0	0
31818	Hµ Pháp Kim Cang	0	192	7062	0	10	0	-1	9	40	3	0.1	-1	1	13338	5012	13338	5012	103475	12126	0	0	7766	739	32	32	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	570	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_5	1200	2400	201	7062	11114	5220	11114	5220	107776	1	29	10	0	0	3	6	0	0	0
31819	Hµ Pháp Kim Cang	0	202	7062	0	10	0	-1	9	40	3	0.1	-1	1	13892	5220	13892	5220	107776	12630	0	0	8089	770	34	34	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	570	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_5	1200	2400	211	7062	11114	5220	11114	5220	107776	1	29	10	0	0	3	6	0	0	0
31820	Hµ Pháp Kim Cang	0	112	5351	0	10	0	-1	9	40	3	0.1	-1	1	7794	2928	7794	2928	60467	7086	0	0	4541	432	20	20	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	570	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_5	1200	2400	121	5769	6734	3163	6734	3163	65305	1	29	10	0	0	3	6	0	0	0
31821	Hµ Pháp Kim Cang	0	122	5815	0	10	0	-1	9	40	3	0.1	-1	1	8487	3189	8487	3189	65843	7716	0	0	4944	470	21	21	3500	1200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	570	1	1	-1	100	100	set:FightNPCHeader3 image:FightNPCHeader3_5	1200	2400	131	6231	7289	3423	7289	3423	70681	1	29	10	0	0	3	6	0	0	0
