INT	STRING	INT	INT	STRING	STRING	STRING	STRING	INT	INT	STRING	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING
259	Sân Bóng Bàn	96	96	paiqiuchang.scene	paiqiuchang.path	paiqiuchang.wCollision	paiqiuchang.jpg	122	60000	paiqiuchang	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Sân bóng bàn	0.0;0.0
260	Thúc Hà C± Tr¤n	320	320	shuhe.scene	shuhe.path	shuhe.wCollision	shuhe.jpg	2034	60000	shuhe	217	630	227	656	Sign54	MiniMap_Icon5	Suheguzhen_Normal	MiniMap_Icon5	Suheguzhen_Hover	Thúc Hà C± Tr¤n	0.2;0.2
261	Phiêu Mi¬u Phong	192	192	piaomiao.scene	piaomiao.path	piaomiao.wCollision	piaomiao.jpg	2037	30000	piaomiao	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Phiêu Mi¬u Phong	0.0;0.0
262	T¥n Hoàng Ð¸a Cung T¥ng 1	256	256	qinhuanggong_1.scene	qinhuanggong_1.path	qinhuanggong_1.wCollision	qinhuanggong_1.jpg	146	60000	qinhuanggong_1	404	338	404	370	Sign55	MiniMap_Icon5	qinhuanggong_Normal	MiniMap_Icon5	qinhuanggong_Hover	T¥n Hoàng Ð¸a Cung#rToàn cänh dã ngoÕi#rQuái v§t ðÆng c¤p: 65-80#rLoÕi quái v§t: #rT£c Mµ T£c, Mµ Huy®t Giáp Trùng, Ð¸a Cung Công Tßþng, U C¤m Thü V®, T¥n Hoàng Tinh Binh Dûng, Ð¸a Cung U Linh, C½ Quan ThÕch Nhân, U Linh Sái Tñ, T¥n Tß¾ng Hµ V®, T¥n Tß¾ng Th¸ V®, C½ Quan Thü V®, T¥n Hoàng Chi Phách.	0.0;0.0
263	T¥n Hoàng Ð¸a Cung T¥ng 2	256	256	qinhuanggong_2.scene	qinhuanggong_2.path	qinhuanggong_2.wCollision	qinhuanggong_2.jpg	147	60000	qinhuanggong_2	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	T¥n Hoàng Ð¸a Cung t¥ng 2	0.0;0.0
264	T¥n Hoàng Ð¸a Cung T¥ng 3	256	256	qinhuanggong_3.scene	qinhuanggong_3.path	qinhuanggong_3.wCollision	qinhuanggong_3.jpg	148	60000	qinhuanggong_3	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	T¥n Hoàng Ð¸a Cung t¥ng 3	0.0;0.0
265	Huy«n Lôi Pha	256	256	xuanmuchang.Scene	xuanmuchang.path	xuanmuchang.WCollision	xuanmuchang.jpg	142	60000	xuanmuchang	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Huy«n Lôi Pha	0.0;0.0
266	Ðµc Chß¾ng TrÕch Ð¸a	256	256	dumuchang.Scene	dumuchang.path	dumuchang.WCollision	dumuchang.jpg	143	60000	dumuchang	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Ðµc Chß¾ng TrÕch Ð¸a	0.0;0.0
267	Dung Nham Chi Ð¸a	256	256	huomuchang.Scene	huomuchang.path	huomuchang.WCollision	huomuchang.jpg	146	60000	huomuchang	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Dung Nham Chi Ð¸a 	0.0;0.0
268	Huy«n Vû Ðäo	320	320	petisland_3.Scene	petisland_3.path	petisland_3.WCollision	petisland_3.jpg	116	60000	petisland_3	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Huy«n Vû Ðäo	0.0;0.0
269	Lâu Lan Bäo Tàng Ðµng	128	128	loulanxunbao.Scene	loulanxunbao.path	loulanxunbao.WCollision	loulanxunbao.jpg	120	60000	loulanxunbao	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Lâu Lan Bäo Tàng Ðµng	0.0;0.0
270	Trác Lµc	256	256	zhuluKVK.Scene	zhuluKVK.path	zhuluKVK.WCollision	zhuluKVK.jpg	506	60000	zhuluKVK	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Phiêu Mi¬u Phong	0.0;0.0
271	Lßþng Mã D¸ch	64	64	qijvxiuxi_5.Scene	qijvxiuxi_5.path	qijvxiuxi_5.WCollision	qijvxiuxi_5.jpg	18	60000	qijvxiuxi_5	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Lßþng Mã D¸ch	0.0;0.0
272	Tàng Kinh Các	128	128	cangjingge.Scene	cangjingge.path	cangjingge.WCollision	cangjingge.jpg	142	60000	cangjingge	0	0	0	0	Sign2	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	Cangjingge_Hover	Tàng Kinh Các	0.0;0.0
273	Thiên Kiªp Lâu T¥ng 1	96	96	Tianjielou_7.Scene	Tianjielou_7.path	Tianjielou_7.WCollision	Tianjielou_7.jpg	2087	60000	Tianjielou_7	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Thiên Kiªp Lâu T¥ng 1	0.0;0.0
274	Thiên Kiªp Lâu T¥ng 2	96	96	Tianjielou_7.Scene	Tianjielou_7.path	Tianjielou_7.WCollision	Tianjielou_7.jpg	2087	60000	Tianjielou_7	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Thiên Kiªp Lâu T¥ng 2	0.0;0.0
275	Thiên Kiªp Lâu T¥ng 3	96	96	Tianjielou_7.Scene	Tianjielou_7.path	Tianjielou_7.WCollision	Tianjielou_7.jpg	2087	60000	Tianjielou_7	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Thiên Kiªp Lâu T¥ng 3	0.0;0.0
276	Thiên Kiªp Lâu T¥ng 4	96	96	Tianjielou_7.Scene	Tianjielou_7.path	Tianjielou_7.WCollision	Tianjielou_7.jpg	2087	60000	Tianjielou_7	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Thiên Kiªp Lâu T¥ng 4	0.0;0.0
277	Thiên Kiªp Lâu T¥ng 5	96	96	Tianjielou_7.Scene	Tianjielou_7.path	Tianjielou_7.WCollision	Tianjielou_7.jpg	2087	60000	Tianjielou_7	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Thiên Kiªp Lâu T¥ng 5	0.0;0.0
278	Thiên Kiªp Lâu T¥ng 6	96	96	Tianjielou_7.Scene	Tianjielou_7.path	Tianjielou_7.WCollision	Tianjielou_7.jpg	2087	60000	Tianjielou_7	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Thiên Kiªp Lâu T¥ng 6	0.0;0.0
279	Thiên Kiªp Lâu T¥ng 7	96	96	Tianjielou_7.Scene	Tianjielou_7.path	Tianjielou_7.WCollision	Tianjielou_7.jpg	2087	60000	Tianjielou_7	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Thiên Kiªp Lâu T¥ng 7	0.0;0.0
280	Phøng Hoàng C± Thành	320	320	PhoenixPlain.Scene	PhoenixPlain.path	PhoenixPlain.WCollision	PhoenixPlain.jpg	2088	60000	PhoenixPlain	465	574	465	601	Sign15	MiniMap_Icon3	FengHuangGuZhen_Normal	MiniMap_Icon3	FengHuangGuZhen_Normal	Phøng Hoàng C± Thành	0.0;0.0
281	Phøng Hoàng Lång Mµ	128	128	PhoenixMaze.Scene	PhoenixMaze.path	PhoenixMaze.WCollision	PhoenixMaze.jpg	2089	60000	PhoenixMaze	0	0	0	0	Sign2	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Phøng Hoàng Lång Mµ	0.0;0.0
282	Thanh Nguyên	320	320	quanzhou.scene	quanzhou.path	quanzhou.wCollision	quanzhou.jpg	2097	60000	quanzhou	840	654	855	639	Sign3	MiniMap_Icon5	Qingyuan_Normal	MiniMap_Icon5	Qingyuan_Hover	Trß¶ng cänh dã ngoÕi#rQuái v§t ðÆng c¤p 45-57#rLoÕi quái v§t: #rNghênh Khách Mao T£c, H¡c Viên, Cñ HÕt, #r C¦m Y Kh¤t Cái, Hoa TØu Hoà Thßþng, #r Yêu Tà Tri Thù, Thi«m Th× Quái, #rPhân b¯ nguyên li®u sinh hoÕt (c¤p 7): #rThuÖ Tinh Khoáng Khoáng MÕch, #r ðß¶ng Quy, Quª Tâm, Hß½ng Phø	0.25;0.25
283	Thanh Nguyên S½n Ðµng	256	256	quanzhoushandong.scene	quanzhoushandong.path	quanzhoushandong.wCollision	quanzhoushandong.jpg	2098	60000	quanzhoushandong	850	666	839	676	Sign19	MiniMap_Icon5	Qingyuanshandong_Normal	MiniMap_Icon5	Qingyuanshandong_Hover	T× Thanh Nguyên vào#rQuái v§t ðÆng c¤p 58-60#rLoÕi quái v§t: #rC¦m Y Kh¤t Cái, Hoa TØu Hoà Thßþng, Vån Võ TrÕng Nguyên.	0.25;0.25
284	T¥n Hoàng Ð¸a Cung T¥ng 4	256	256	qinhuanggong_4.Scene	qinhuanggong_4.path	qinhuanggong_4.wCollision	gujingdigong.jpg	2099	60000	gujingdigong	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	T¥n Hoàng Ð¸a Cung T¥ng 4	0.2;0.2
285	Tàng Thß Thüy Các	64	64	gusufb.scene	gusufb.path	gusufb.wCollision	gusufb.jpg	2105	60000	gusufb	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tàng Thß Thüy Các	0.2;0.2
286	Tàng Thß Thüy Các	64	64	gusufb_1.scene	gusufb_1.path	gusufb_1.wCollision	gusufb.jpg	2105	60000	gusufb	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tàng Thß Thüy Các	0.2;0.2
287	Tàng Thß Thüy Các	64	64	gusufb_2.scene	gusufb_2.path	gusufb_2.wCollision	gusufb.jpg	2105	60000	gusufb	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tàng Thß Thüy Các	0.2;0.2
288	Mµ Dung S½n Trang	192	192	gusu_1.scene	gusu_1.path	gusu_1.wCollision	gusu.jpg	2105	60000	gusu	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Môn phái#rMµ Dung S½n Trang	0.2;0.2
289	Mµ Dung S½n Trang	192	192	gusu_2.scene	gusu_2.path	gusu_2.wCollision	gusu.jpg	2105	60000	gusu	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Môn phái#rMµ Dung S½n Trang	0.2;0.2
290	Mµ Dung S½n Trang	192	192	gusu.scene	gusu.path	gusu.wCollision	gusu.jpg	2104	60000	gususcene	938	633	938	652	Sign10	MiniMap_Icon5	Gusu_Normal	MiniMap_Icon5	Gusu_Hover	Môn phái#rMµ Dung S½n Trang	0.2;0.2


501	Tái NgoÕi 1	192	192	ÈûÍâ 1.Scene	PCity.path	PCity_Level_1.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign2	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
502	Tái NgoÕi 2	192	192	ÈûÍâ 2.Scene	PCity.path	PCity_Level_2.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign3	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
503	Tái NgoÕi 3	192	192	ÈûÍâ 3.Scene	PCity.path	PCity_Level_3.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign4	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
504	Tái NgoÕi 4	192	192	ÈûÍâ 4.Scene	PCity.path	PCity_Level_4.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign5	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
505	Tái NgoÕi 5	192	192	ÈûÍâ 5.Scene	PCity.path	PCity_Level_5.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign6	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
506	Lînh Nam 1	192	192	ÁëÄÏ 1.Scene	PCity.path	PCity_Level_1.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign7	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
507	Lînh Nam 2	192	192	ÁëÄÏ 2.Scene	PCity.path	PCity_Level_2.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign8	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
508	Lînh Nam 3	192	192	ÁëÄÏ 3.Scene	PCity.path	PCity_Level_3.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign9	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
509	Lînh Nam 4	192	192	ÁëÄÏ 4.Scene	PCity.path	PCity_Level_4.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign10	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
510	Lînh Nam 5	192	192	ÁëÄÏ 5.Scene	PCity.path	PCity_Level_5.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign11	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
511	Hàng Châu 1	192	192	º¼ÖÝ 1.Scene	PCity.path	PCity_Level_1.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign12	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
512	Hàng Châu 2	192	192	º¼ÖÝ 2.Scene	PCity.path	PCity_Level_2.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign13	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
513	Hàng Châu 3	192	192	º¼ÖÝ 3.Scene	PCity.path	PCity_Level_3.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign14	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
514	Hàng Châu 4	192	192	º¼ÖÝ 4.Scene	PCity.path	PCity_Level_4.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign15	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
515	Hàng Châu 5	192	192	º¼ÖÝ 5.Scene	PCity.path	PCity_Level_5.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign16	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
516	Häi Kh¦u 1	192	192	º£¿Ú 1.Scene	PCity.path	PCity_Level_1.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign17	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
517	Häi Kh¦u 2	192	192	º£¿Ú 2.Scene	PCity.path	PCity_Level_2.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign18	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
518	Häi Kh¦u 3	192	192	º£¿Ú 3.Scene	PCity.path	PCity_Level_3.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign19	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
519	Häi Kh¦u 4	192	192	º£¿Ú 4.Scene	PCity.path	PCity_Level_4.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign20	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
520	Häi Kh¦u 5	192	192	º£¿Ú 5.Scene	PCity.path	PCity_Level_5.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign21	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
521	Ði«n Vñc 1	192	192	µá Óò1.Scene	PCity.path	PCity_Level_1.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign22	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
522	Ði«n Vñc 2	192	192	µá Óò2.Scene	PCity.path	PCity_Level_2.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign23	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
523	Ði«n Vñc 3	192	192	µá Óò3.Scene	PCity.path	PCity_Level_3.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign24	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
524	Ði«n Vñc 4	192	192	µá Óò4.Scene	PCity.path	PCity_Level_4.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign25	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
525	Ði«n Vñc 5	192	192	µá Óò5.Scene	PCity.path	PCity_Level_5.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign26	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
526	ThÕch Thành 1	192	192	Ê¯³Ç  1.Scene	PCity.path	PCity_Level_1.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign27	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
527	ThÕch Thành 2	192	192	Ê¯³Ç  2.Scene	PCity.path	PCity_Level_2.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign28	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
528	ThÕch Thành 3	192	192	Ê¯³Ç  3.Scene	PCity.path	PCity_Level_3.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign29	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
529	ThÕch Thành 4	192	192	Ê¯³Ç  4.Scene	PCity.path	PCity_Level_4.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign30	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
530	ThÕch Thành 5	192	192	Ê¯³Ç  5.Scene	PCity.path	PCity_Level_5.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign31	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
531	Miêu Vñc 1	192	192	ÃçÓò 1.Scene	PCity.path	PCity_Level_1.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign32	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
532	Miêu Vñc 2	192	192	ÃçÓò 2.Scene	PCity.path	PCity_Level_2.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign33	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
533	Miêu Vñc 3	192	192	ÃçÓò 3.Scene	PCity.path	PCity_Level_3.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign34	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
534	Miêu Vñc 4	192	192	ÃçÓò 4.Scene	PCity.path	PCity_Level_4.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign35	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
535	Miêu Vñc 5	192	192	ÃçÓò 5.Scene	PCity.path	PCity_Level_5.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign36	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
536	Liêu Ð¸a 1	192	192	ÁÉµØ 1.Scene	PCity.path	PCity_Level_1.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign37	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
537	Liêu Ð¸a 2	192	192	ÁÉµØ 2.Scene	PCity.path	PCity_Level_2.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign38	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
538	Liêu Ð¸a 3	192	192	ÁÉµØ 3.Scene	PCity.path	PCity_Level_3.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign39	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
539	Liêu Ð¸a 4	192	192	ÁÉµØ 4.Scene	PCity.path	PCity_Level_4.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign40	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
540	Liêu Ð¸a 5	192	192	ÁÉµØ 5.Scene	PCity.path	PCity_Level_5.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign41	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
541	NhÕn Môn 1	192	192	ÑãÃÅ 1.Scene	PCity.path	PCity_Level_1.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign42	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
542	NhÕn Môn 2	192	192	ÑãÃÅ 2.Scene	PCity.path	PCity_Level_2.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign43	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
543	NhÕn Môn 3	192	192	ÑãÃÅ 3.Scene	PCity.path	PCity_Level_3.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign44	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
544	NhÕn Môn 4	192	192	ÑãÃÅ 4.Scene	PCity.path	PCity_Level_4.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign45	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
545	NhÕn Môn 5	192	192	ÑãÃÅ 5.Scene	PCity.path	PCity_Level_5.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign46	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
546	Lôi Ðài Sinh TØ	64	64	shengsileitai.Scene	shengsileitai.path	shengsileitai.Wcollision	shengsileitai.jpg	2068	60000	shengsileitai	0	0	0	0	Sign46	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.0;0.0
547	Sinh Tiêu Lôi Ðài	96	96	shengxiaoleitai.Scene	shengxiaoleitai.path	shengxiaoleitai.wCollision	shengxiaoleitai.jpg	122	60000	shengxiaoleitai	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Sinh Tiêu Lôi Ðài	0.0;0.0
