INT	INT	INT	INT	STRING	STRING	STRING	INT	INT
1181	216	199	163	S½n Vi®t Chiªn Sî			1	5
1182	216	107	216	Thâm C¯c BÕch Viên			1	5
1183	216	113	95	Thø Giáp Tiêu Binh			1	5
1184	217	230	236	Bän ð°: Thäo Nguyên		V§n chuy¬n	99	2
1185	217	203	229	Thäo Nguyên Lang			1	5
1186	217	25	218	Ðä Thäo C¯c T¯ng Binh			1	5
1187	217	175	207	Mông C± H¡c Phong			1	5
1188	217	138	178	Thi¬m Ði®n Mã Phï			1	5
1189	217	120	83	Loan Ðao Mã Phï			1	5
1190	217	170	36	Truy Phong Mã Phï			1	5
1191	218	127	19	Bän ð°: Liêu Tây		V§n chuy¬n	99	2
1192	218	207	128	ÐÕo Mµ Mã Phï			1	5
1193	218	62	32	QuÖ Lang			1	5
1194	218	33	27	H¡c ðµc phong			1	5
1195	218	105	74	Hµ Mµ Mãng Cái			1	5
1196	218	36	169	Khô Lâu			1	5
1197	218	125	238	Nh¤t Ph¦m Ðß¶ng Thích Khách			1	5
1198	219	237	18	Bän ð°: ThÕch Lâm		V§n chuy¬n	99	2
1199	219	50	37	Hoa Cß½ng ThÕch Nhân			1	5
1200	219	50	224	Hoa Cß½ng ThÕch Sß			1	5
1201	219	22	68	Lang Thù			1	5
1202	219	128	191	Hi®t Nham ThÕch Nhân			1	5
1203	219	107	28	Tông Hùng			1	5
1204	220	20	19	Bän ð°: Ng÷c Khê		V§n chuy¬n	99	2
1205	220	43	24	Hoa Ban Báo			1	5
1206	220	24	61	Mê Nhân Phong			1	5
1207	220	229	175	Ðào Cån Tiên			1	5
1208	220	123	63	Ðào hoa tiên			1	5
1209	220	93	195	Ðào Thñc Tiên			1	5
1210	220	208	220	Ðào Chi Tiên			1	5
1211	221	42	228	Bän ð°: Nam Häi		V§n chuy¬n	99	2
1212	221	193	104	NgÕc Ngß Bang Ðä Thü			1	5
1213	221	48	72	NgÕc Ngß Bang T£c Ð°			1	5
1214	221	27	177	Nam Häi NgÕc Ngß			1	5
1215	221	218	160	Nam Häi Häi ÐÕo			1	5
1216	221	155	155	ThÕch Lão Nhân			1	5
1217	222	108	228	Bän ð°: Hoàng Long Phü		V§n chuy¬n	99	2
1218	222	143	53	Ba Luân Mãng Cái			1	5
1219	222	154	217	ÐÕi H¡c Hùng			1	5
1220	222	29	180	Tuyªt S½n Lang			1	5
1221	222	184	210	Tuyªt S½n Mãng Cái			1	5
1222	222	30	63	Tr÷ng Giáp Mãng Cái			1	5
1223	235	49	23	Bän ð°: ThÕch Lâm		V§n chuy¬n	99	2
1224	235	231	169	Toàn cänh: Diêm Khanh		V§n chuy¬n	99	2
1225	235	32	38	Ðinh Ba Lang			2	5
1226	235	31	42	Lý Nhßþc Thüy			2	5
1227	235	176	194	Vß½ng Tß Gia			2	5
1228	235	48	34	Dß½ng Nguyên			2	5
1229	235	51	42	Vû Vån Th¸			2	5
1230	235	172	204	Tr¸nh Dß½ng			2	5
1231	235	214	37	C± Lý Xích			1	5
1232	235	62	102	Diêm H° NgÕc Ngß			1	5
1233	235	97	35	Diêm H° Hùng			1	5
1234	235	56	156	OÕt Diêm Kh± Công			1	5
1235	235	150	125	OÕt Diêm Mµc Nhân			1	5
1236	235	186	54	Y¬n Sß Giám Công			1	5
1237	235	199	188	Y¬n Sß Thü V®			1	5
1238	237	100	98	Toàn cänh: Diêm H°		V§n chuy¬n	99	2
1239	237	80	85	Diêm H° Hùng			1	5
1240	237	91	71	Diêm H° NgÕc Ngß			1	5
1241	237	29	79	OÕt Diêm Kh± Công			1	5
1242	237	64	55	OÕt Diêm Mµc Nhân			1	5
1243	237	89	36	Y¬n Sß Giám Công			1	5
1244	237	39	40	Y¬n Sß Thü V®			1	5
1245	242	33	130	Bän ð°: Ðôn Hoàng		V§n chuy¬n	99	2
1246	242	159	287	Bän ð°: Tung S½n		V§n chuy¬n	99	2
1247	242	286	129	Bän ð°: NhÕn Nam		V§n chuy¬n	99	2
1248	242	59	83	A TØ	Nhi®m vø k¸ch tình		7	5
1249	242	160	134	Châu Thiên Sß	Ðào Lý Thiên HÕ 	NV	7	5
1250	242	234	140	Ngô ThØ Nhân	Bát Phß½ng Lai Khách	NV	7	5
1251	242	118	184	L§p Ph°n	HÕo Ng÷c Næ Hi®p	NV	7	5
1252	242	252	62	B¯c H¯i KÏ		NV	7	5
1253	242	113	75	Ba Thiên ThÕch			7	5
1254	242	136	164	BÕch Manh Sinh	Dßþc ðiªm lão bän	Bán thu¯c	6	3
1255	242	136	169	BÕch Dînh Minh	ÐÕi sß dßþc lý h÷c	 Dßþc lý 	5	4
1256	242	133	164	BÕch Dînh Trung	Dßþc ðiªm lão bän	Bán thu¯c	6	3
1257	242	253	111	Bäo Châu			7	5
1258	242	122	74	B¡c Ði«u Trung Th¡ng			7	5
1259	242	90	208	T¤t Thång			7	5
1260	242	158	32	Sái Bi®n			7	5
1261	242	125	97	Thái Bính Th¥n			7	5
1262	242	126	96	Thái Kinh			7	5
1263	242	144	68	Tr¥n Phu Chi	Danh xßng kªt bái	Kªt bái	5	4
1264	242	238	152	Tr¥n Th÷ Ðình			7	5
1265	242	83	149	Tr¥n tiên sinh	Ti«n Trang chß·ng qu¥y	Ti«n trang	5	4
1266	242	172	90	Tr¥n Vînh Nhân	Lînh 2 l¥n kinh nghi®m	Lînh song	5	4
1267	242	98	205	Trình An			7	5
1268	242	88	205	Trình HÕo			7	5
1269	242	85	208	Trình Di			7	5
1270	242	83	155	ChØ tiên sinh	Ti«n Trang chß·ng qu¥y	Ti«n trang	5	4
1271	242	220	200	Xuân Nhi			7	5
1272	242	230	176	Ð½n Chính			7	5
1273	242	177	176	Ð±ng Xß½ng	Ti¬u nh¸ cüa ti®m trang sÑc	Trang sÑc	6	3
1274	242	158	181	Ðông Ðông	GØi bán vàng và nguyên bäo	GØi bán 	5	4
1275	242	255	134	Ð§u Ngô Ð°ng	Giang h° du y	Khôi phøc	5	4
1276	242	140	95	PhÕm Thu¥n Nhân	Quän lý bang hµi	Bang hµi	5	2
1277	242	138	140	PhÕm Th¯ng	TØu ðiªm lão bän	Thñc ph¦m	6	3
1278	242	142	113	PhÕm Di Thành	Di dân tiªp ðãi sÑ	Di dân 	5	4
1279	242	209	152	Phong H° TØ	Sß phø vû khí trang b¸	Cß¶ng hóa	5	4
1280	242	87	155	Phùng tiên sinh	Ti«n Trang chß·ng qu¥y	Ti«n trang	5	4
1281	242	155	174	Phùng Ðào Thiªt	ÐÕi sß gia công nguyên li®u	Gia công	5	4
1282	242	193	172	Phù Mçn Chi	ÐÕi sß may vá	C¡t may	5	4
1283	242	84	116	Cái Thiên Minh			7	5
1284	242	198	58	Cao C¥u			7	5
1285	242	110	162	Cung Thái L®	Âm Kim Bäo Sß½ng sÑ giä	Ð±i	5	4
1286	242	268	46	Quan Hán Th÷	Xóa nhân v§t	Xóa nhân v§t	5	4
1287	242	162	237	Quan Th¡ng			7	5
1288	242	175	64	Quách Thiên Tín			7	5
1289	242	161	244	Hàn Ngân Di®p	Giang h° du y	Khôi phøc	5	4
1290	242	248	129	Hà Linh Chi	Thþ nhuµm tóc	Nhuµm tóc	5	4
1291	242	95	152	Hà Sinh Tài	Thß½ng nhân nguyên li®u	NL	6	3
1292	242	255	106	Hà Sinh Phú	Thß½ng nhân nguyên li®u	NL	6	3
1293	242	113	63	Hách Liên Thiªt Thø			7	5
1294	242	46	61	Hoa Tiên			7	5
1295	242	232	181	Hoài Bính			7	5
1296	242	81	117	C± Uy Tín			7	5
1297	242	179	177	Giä Tác Trân	Trang sÑc ðiªm chß·ng qu¥y	Trang sÑc	6	3
1298	242	127	154	Khß½ng Lý	TØu ðiªm lão bän	Thñc ph¦m	6	3
1299	242	207	184	Khß½ng Ngß	Hu¤n luy®n kÛ nång câu cá	 Câu cá 	5	4
1300	242	205	172	Kim Løc Gia	Ti«n trang tiªp Ñng sÑ	Ti«n trang	5	2
1301	242	109	73	Kim Tä Hoán			7	5
1302	242	230	215	Khang Mçn			7	5
1303	242	65	134	Kha Bách Nhân	Giang h° du y	Khôi phøc	5	4
1304	242	265	44	Kh±ng Tông Uyên	Xóa bö v§t ph¦m nhi®m vø	Xóa v§t ph¦m	5	4
1305	242	63	147	Lang phu nhân	Chu bäo thß½ng nhân	Bäo thÕch	6	3
1306	242	256	139	Lôi Hoành			7	5
1307	242	134	152	Lý ÐÕi ChuÖ	ÐÕi sß n¤u ån	 N¤u nß¾ng 	5	4
1308	242	249	111	Lý ma ma			7	5
1309	242	253	112	Lý Sß Sß			7	5
1310	242	212	156	Lâm Kim Long	Ti¬u nh¸ cüa ti®m vû khí	Vû khí	6	3
1311	242	157	35	Lßu Quang Thª			7	5
1312	242	150	90	Lßu Ki®n Minh	Lînh 2 l¥n kinh nghi®m	Lînh song	5	4
1313	242	219	262	Lßu Di®c Nông	ÐÕi sß tr°ng tr÷t	 Tr°ng tr÷t 	5	4
1314	242	199	57	Li­u Phúc Sinh			7	5
1315	242	100	170	Long Bá Thiên	Khôi phøc khí huyªt	Khôi phøc	5	4
1316	242	60	146	Long Tam Thiªu	Sß phø kÛ nång công ngh®	 Công ngh® 	5	4
1317	242	109	210	Lã Hu® Khanh			7	5
1318	242	112	64	N² Nhi Häi			7	5
1319	242	174	33	Bùi Tuyên			7	5
1320	242	177	184	Bành Hoài Ng÷c	Bäo ThÕch công tßþng	Bäo thÕch	5	4
1321	242	112	72	Phác Minh Thi®n			7	5
1322	242	132	154	Tß¶ng V	ÐÕi sß dßÞng sinh h÷c	DßÞng sinh	5	4
1323	242	230	156	Ki«u Phúc Th¸nh	CØu Châu thß½ng hµi lão bän	Thß½ng ðiªm	6	3
1324	242	225	152	Ki«u Thanh Th¸nh			7	5
1325	242	175	115	Ki«u Trí Quäng	LÕc Dß½ng thß½ng nhân	Bào thß½ng	6	3
1326	242	136	185	Khâu Hành LÕc	Nhi®m vø ðßa thß	Ðßa thß	7	5
1327	242	128	98	C¥u Hßng			7	5
1328	242	254	146	Nhuª Phúc Tß¶ng	Chß·ng quÛ ti®m tÕp hóa	TÕp hóa	6	3
1329	242	208	213	Thß ð°ng			7	5
1330	242	207	212	Tß Mã Quang	Nhi®m vø anh hùng		7	5
1331	242	162	34	Tô Triªt			7	5
1332	242	180	213	Ðàm Công			7	5
1333	242	179	212	Ðàm Bà			7	5
1334	242	180	185	Ðào Ð¡c Bäo	Ti¬u nh¸ cüa ti®m qu¥n áo	Phøc sÑc	6	3
1335	242	121	73	Ð¢ng Nguyên Tá Vi			7	5
1336	242	136	180	Ði«n Kiêu Minh	Mua thú cßÞi tân thü	KÜ	6	3
1337	242	159	181	Ðinh Ðinh	GØi bán vàng và nguyên bäo	GØi bán 	5	4
1338	242	204	57	Ð°ng Quán	Giäi túc c¥u liêm phóng sÑ	Túc C¥u	5	2
1339	242	230	129	Uông HÕn	CØu Châu thß½ng hµi v§n chuy¬n	V§n chuy¬n	5	1
1340	242	213	160	Vß½ng ÐÑc Phúc	Ðúc kiªm sß phø	 ðúc khuôn 	5	4
1341	242	210	154	Vß½ng ÐÑc Quý	ÐÕi ðß½ng gia cüa ti®m vû khí	Vû khí	6	3
1342	242	271	88	Vß½ng Tích Tân	Ngß¶i tiªp dçn kÏ cuµc	KÏ cuµc	5	4
1343	242	212	151	Tiªt Ð°ng ChuÏ	Sß phø kÛ nång khai khoáng	 Khai khoáng 	5	4
1344	242	250	106	V® tiên sinh	Ti«n Trang chß·ng qu¥y	Ti«n trang	5	4
1345	242	139	182	Ngô ÐÑc Xß½ng	Ông chü d¸ch trÕm	V§n chuy¬n	5	1
1346	242	89	111	Ngû Ðinh	Thß½ng nhân d¸ch dung	D¸ch dung	6	3
1347	242	120	63	Võ Ði«n Tín Xß½ng			7	5
1348	242	177	94	HÖ Lai LÕc	Ngß¶i quän lý kªt hôn tu¥n du	Hôn Khánh	5	4
1349	242	155	107	HÕ H¥u Nhân	Tung S½n phong thi«n ðài	CÕnh KÜ	5	2
1350	242	262	53	Châu Nhiên	Ngß¶i d¸ch chuy¬n ðªn chiªn trß¶ng	Chinh Thäo	5	2
1351	242	280	141	Thôi Vi	Ngß¶i khôi phøc biªn thân chiªn trß¶ng	Biªn thân	5	2
1352	242	110	52	Tiêu Phøng Tiên			7	5
1353	242	210	201	T× Kinh Lôi			7	5
1354	242	120	169	Nghiêm Bách Thäo	Hái dßþc ðÕi sß	 Hái dßþc 	5	4
1355	242	252	130	Nhan Nhß Ng÷c	Sß phø thay ð±i dung mÕo	Thay ð±i dung mÕo	5	4
1356	242	112	202	Yªn Thanh	Ám Khí ÐÕi Sß	Ám Khí	5	4
1357	242	250	129	Yªn Nhß Tuyªt	Quán phát sß phø	Quän lý ki¬u tóc	5	4
1358	242	107	203	Dß½ng Th¶i			7	5
1359	242	79	152	Dß½ng Hy Bình			7	5
1360	242	234	69	Dß½ng Tranh			7	5
1361	242	118	62	Gia Lu§t ÐÕi ThÕch			7	5
1362	242	77	54	Nghi®p Phàn			7	5
1363	242	75	70	Nghi®p Không			7	5
1364	242	106	200	Du Tác			7	5
1365	242	57	82	Du Thän Chi			7	5
1366	242	160	101	Vu CØu Liên	Tung S½n phong thi«n ðài	CÕnh KÜ	5	4
1367	242	47	62	Nguy®t Lão	Ðång kí kªt hôn	Kªt bái phu thê	5	4
1368	242	182	155	Vân Hàm Nhi	Ngß¶i v§n chuy¬n Huy«n Vû Ðäo	Huy«n vû	5	2
1369	242	182	157	Vân Diêu Diêu	Phß¶ng chü Trùng Ði¬u phß¶ng	Thú	6	3
1370	242	172	141	Vân Thanh Thanh	Trân thú døng ph¦m thß½ng nhân	Thú	6	3
1371	242	67	126	Trß½ng Bá Trí			7	5
1372	242	200	61	Trß½ng Tu¤n			7	5
1373	242	137	164	Trß½ng Minh Cänh	ÐÕi sß chª duþc	 Chª dßþc 	5	4
1374	242	200	103	Chß½ng Ðôn	Ð±i danh xßng Bình T£c	Bình t£c	5	4
1375	242	150	114	Tri®u Bán ThuÖ	Chß½ng trình l­ hµi ðêm xuân	Ðêm xuân	5	4
1376	242	228	175	Tri®u Minh Thành	LÕc Dß½ng Tào v§n sÑ	V§n chuy¬n	5	4
1377	242	86	89	Tri®u Ti«n Tôn			7	5
1378	242	182	183	Chân Duy Tß	Phòng sÑc ðiªm lão bän	Phøc sÑc	6	3
1379	242	77	72	Trí Quang ÐÕi Sß			7	5
1380	242	79	52	Trí Thanh ÐÕi Sß			7	5
1381	242	245	96	Châu Bang NgÕn			7	5
1382	242	63	131	Chu Ð°ng			7	5
1383	242	194	180	Gia Cát Kh±ng Minh			7	5
1384	242	112	51	Tông Ca Ban			7	5
1385	242	120	54	Tông Ca ÐÕt			7	5
1386	242	177	102	Khâu Bích Ð£c	Ái Th¥n	Ái Th¥n	7	5
1387	242	121	55	Tông Tán			7	5
1388	242	120	196	Xa Truy«n Nghîa	Ông chü d¸ch trÕm	V§n chuy¬n	5	1
1389	242	220	170	Trß½ng Hàng Long	Ðiêu Vån ÐÕi Sß	Ðiêu Vån	5	3
1390	244	20	237	D¸ch chuy¬n: Cao Xß½ng		V§n chuy¬n	99	2
1391	244	26	103	D¸ch chuy¬n: Höa Di®m C¯c		V§n chuy¬n	99	2
1392	244	223	24	Cáp Ð° Tß	Ðôn Hoàng	V§n chuy¬n	2	2
1393	244	100	86	BÕch Ánh Trung	Dßþc ðiªm lão bän	Ti®m thu¯c	2	5
1394	244	228	39	NgÕn Thª Quân	Hoä kháng y sinh	Kháng Höa	2	5
1395	244	107	102	A Kh¡c			2	5
1396	244	106	101	Ðan Ni			2	5
1397	244	38	129	Hoà Trác			2	5
1398	244	144	140	LÕc Tß			2	5
1399	244	166	110	MÕch Nhã			2	5
1400	244	63	117	Khâu ThuÖ			2	5
1401	244	163	102	Ngßu Ngäi Nhî			2	5
1402	244	228	41	T¯ng Chi V¤n			2	5
1403	244	212	108	B¡c Phß½ng ÐÕo T£c			1	5
1404	244	221	209	B¡c Phß½ng Cß¶ng ÐÕo			1	5
1405	244	223	69	Hoang Nguyên Yªt			1	5
1406	244	86	215	Thiªt Dñc Ngßu			1	5
1407	244	69	51	Ð° B¯	Ð¥u Lînh Mã Phï		1	5
1408	244	38	53	Tây Vñc Mã Phï			1	5
1409	244	122	172	Dñc Ngßu			1	5
1410	245	229	221	D¸ch chuy¬n: Höa Di®m S½n		V§n chuy¬n	99	2
1411	245	72	144	D¸ch chuy¬n: Mê Cung		V§n chuy¬n	99	2
1412	245	22	37	Chuy¬n d¸ch: Lâu Lan		V§n chuy¬n	99	2
1413	245	41	28	Trß½ng Uy			2	5
1414	245	104	156	Ngäi MÕc Nhî			2	5
1415	245	106	155	Ngäi Tô Nhî			2	5
1416	245	37	50	Ba Tây M§t			2	5
1417	245	104	155	M­ Thì Á			2	5
1418	245	148	114	Bàng Ð£c Th¤m			2	5
1419	245	51	38	Ki«u Thanh Phong			2	5
1420	245	160	59	NhÕc Phi Änh			2	5
1421	245	43	28	Trß½ng TrÕi			2	5
1422	245	214	158	Phª Khß Khüng Yªt			1	5
1423	245	181	54	Khô Tâu Binh			1	5
1424	245	62	62	Tây Vñc Kiªp Phï			1	5
1425	245	28	106	Tây Vñc Thiªt T£c			1	5
1426	245	213	114	Tây Vñc Tát Mãn			1	5
1427	245	28	214	Tây Vñc Vu Y			1	5
1428	246	21	143	B¯i cänh: ÐÕi Uy¬n		V§n chuy¬n	99	2
1429	246	298	142	B¯i cänh: Cao Xß½ng		V§n chuy¬n	99	2
1430	246	160	307	B¯i cänh: Tháp Lý Mµc		V§n chuy¬n	99	2
1431	246	22	44	A Ð« Ti®p	Nhi®m vø k¸ch tình		7	5
1432	246	233	49	Ngäi Nhî Ð¸ch Kh¡c	Thß½ng nhân nguyên li®u	NL	6	3
1433	246	285	130	Ngäi Ni Ngoã Nhî	Ông chü d¸ch trÕm	V§n chuy¬n	5	1
1434	246	297	88	Xa Truy«n Bình	Ông chü d¸ch trÕm	V§n chuy¬n	5	1
1435	246	217	230	An Thác Ao	Ti¬u nh¸ cüa ti®m vû khí	Vû khí	6	3
1436	246	296	215	Bäo Tam Nß½ng	Nhi®m vø k¸ch tình	Nga My	7	5
1437	246	295	238	Bän T×	Nhi®m vø k¸ch tình	Thiên Long	7	5
1438	246	37	194	Ba Nhî	Dßþc ðiªm lão bän	Bán thu¯c	6	3
1439	246	220	229	Trình Giäo Thiªt	Vû khí ðiªm lão bän	Vû khí	6	3
1440	246	217	235	Châu Th§p Tam	Thþ sØa chæa trang b¸ cao c¤p	SØa chæa	5	4
1441	246	25	143	Ð² B¤t Ð¢ng	Giang h° du y	Khôi phøc	5	4
1442	246	162	285	Ð² Hoàng Ð¢ng	Giang h° du y	Khôi phøc	5	4
1443	246	294	143	Ð² Thanh Ð¢ng	Giang h° du y	Khôi phøc	5	4
1444	246	211	176	Cao Dß½ng	Ti®m rßþu Chß·ng Cñ	Thñc ph¦m	6	3
1445	246	154	121	Cách L² Nhî	Lînh 2 l¥n kinh nghi®m	Lînh song	5	4
1446	246	191	119	Cung Thái Ðình	SÑ giä hoÕt ðµng ph¥n thß·ng	HoÕt ðµng	5	4
1447	246	34	131	C± Ly	Quán phát sß phø	Quän lý ki¬u tóc	5	4
1448	246	291	49	Quan Sách	Nhi®m vø k¸ch tình	Tiêu Dao	7	5
1449	246	292	222	H°ng Li­u	Nhi®m vø k¸ch tình	Thiên S½n	7	5
1450	246	117	34	H°ng Li­u Muµi Muµi			7	5
1451	246	301	22	Tu® Nguyên	Nhi®m vø k¸ch tình	Thiªu Lâm	7	5
1452	246	30	131	Gia Lam	Thþ nhuµm tóc	Nhuµm tóc	5	4
1453	246	213	118	Khang Tß Thän Ðinh	Ti«n trang lão bän	Ti«n trang	5	4
1454	246	279	198	Kh¡c Lý Mµc	Bäo ThÕch công tßþng	Bäo thÕch	6	3
1455	246	30	187	Lan Tß LÕc Ð£c	ÐÕi sß chª duþc	 Chª dßþc 	5	4
1456	246	279	22	LÕc ÐÕt ÐÕo Nhân	Nhi®m vø k¸ch tình	Võ Ðang	7	5
1457	246	46	60	Lý Chiêu U¤t	Nhi®m vø k¸ch tình		7	5
1458	246	213	172	Mã Lan	ÐÕi sß n¤u ån	 N¤u nß¾ng 	5	4
1459	246	219	119	H¥u bàn Mao	Ti«n trang ti¬u nh¸	Ti«n trang	5	4
1460	246	218	240	MÕc Hoa Nhî Tri®t	ÐÕi Sß Ðúc Kiªm	 ðúc khuôn 	5	4
1461	246	91	162	NÕp Nhî Tß Ðinh	ÐÕi sß mÛ ngh®	 Công ngh® 	5	4
1462	246	51	53	Ni Nhßþc Mßu	Nhi®m vø k¸ch tình		7	5
1463	246	28	22	MÕt Duy KÏ	Nhi®m vø k¸ch tình		7	5
1464	246	219	122	Bàng Hoä Kª	Ti«n trang ti¬u nh¸	Ti«n trang	5	4
1465	246	134	118	Ti«n Hoành Trø	Bång Phách Th¥n Châm	Bång Châm	7	3
1466	246	47	23	Nhuª Na	Nhi®m vø k¸ch tình		7	5
1467	246	61	129	Tát LÕp	TÕp hóa thß½ng nhân	TÕp hóa	6	3
1468	246	283	131	Mã Kiêu Minh	LÕc Ðà thß½ng nhân	KÜ	6	3
1469	246	193	224	Trình Thanh Sß½ng	Phiêu Mi¬u Phong chuy¬n v§n sÑ	V§n chuy¬n	5	1
1470	246	187	225	SØ T¦u	Thß½ng nhân ði«u chª thu¯c	Ph¯i Phß½ng	6	3
1471	246	190	224	Vu Bà	Thß½ng nhân ði«u chª thu¯c	Ph¯i Phß½ng	6	3
1472	246	34	194	Sa Y Liên	ÐÕi sß hái thu¯c	 Hái dßþc 	5	4
1473	246	203	33	Th¦m Thi«n Quyên	Cô gái bán hoa	Ti®m bán hoa	6	3
1474	246	207	122	H¥u bàn T¯ng	Ti«n trang ti¬u nh¸	Ti«n trang	5	4
1475	246	207	119	H¥u bàn Ðàm	Ti«n trang ti¬u nh¸	Ti«n trang	5	4
1476	246	217	233	Ð°ng Kim ChuÏ	ÐÕi sß khai thác mö	 Khai khoáng 	5	4
1477	246	262	33	Ô Minh Th¤m	Nhi®m vø k¸ch tình		7	5
1478	246	300	49	HÑa Ti¬u Tßþng	Nhi®m vø k¸ch tình	Cái Bang	7	5
1479	246	280	49	Dß½ng Nghi Trung	Nhi®m vø k¸ch tình	Tinh Túc	7	5
1480	246	298	246	Gia Lu§t Ki®t Thi®u	Nhi®m vø k¸ch tình		7	5
1481	246	90	92	Di®p Hàng	kÛ nång câu cá	 Câu cá 	5	4
1482	246	32	131	Y Sa	Sß phø thay ð±i dung mÕo	Thay ð±i dung mÕo	5	4
1483	246	250	184	Y Mµng	ÐÕi sß may vá	C¡t may	5	4
1484	246	256	184	NhÕc Uy¬n Uy¬n	Ông chü ti®m phøc trang	Phøc sÑc	6	3
1485	246	109	121	Vân H« H«	Phß¶ng chü Trùng Ði¬u phß¶ng	Thú	6	3
1486	246	227	162	Trß½ng Thi«n Thi«n	Ông chü ti®m phøc sÑc	Trang sÑc	6	3
1487	246	73	248	Trß½ng Di®c Canh	ÐÕi sß tr°ng tr÷t	 Tr°ng tr÷t 	5	4
1488	246	21	30	Tri®u Møc	Nhi®m vø k¸ch tình		7	5
1489	246	23	61	Châu Vån Nguyên	Nhi®m vø k¸ch tình	Minh Giáo	7	5
1490	246	217	130	Chúc Tam Tß	Ðß½ng ph¯ tài li®u thß½ng nhân	NL	6	3
1491	246	287	238	Tông Khách B¯	Nhi®m vø k¸ch tình		7	5
1492	246	162	75	Kim CØu Linh	T¥m Bäo Hi®u Uý	T¥m bäo	5	3
1493	246	295	68	Hà Duy®t	Lâu Lan Liên Hoàn phø bän	Liên hoàn	5	4
1494	246	122	56	Lßu My	Lâu Lan Liên Hoàn phø bän	Liên hoàn	5	4
1495	247	30	22	Chuy¬n d¸ch: Lâu Lan		V§n chuy¬n	99	2
1496	247	236	222	Chuy¬n d¸ch: Côn Lôn S½n		V§n chuy¬n	99	2
1497	247	104	215	Chuy¬n d¸ch: Tháp Kh¡c		V§n chuy¬n	99	2
1498	247	28	26	Lan ÐÑc			2	2
1499	247	20	31	A Nhî Kim			2	5
1500	247	35	195	Lý Bách			2	5
1501	247	30	43	La Sa			2	5
1502	247	32	42	Ð« Na			2	5
1503	247	40	31	Tây Á L²			2	5
1504	247	30	198	Trß½ng B¢ng S½			2	5
1505	247	18	179	Trác B¯i Nhî			2	5
1506	247	115	38	Thñc Hü Ði¬u			1	5
1507	247	121	98	Sa Tr¥n			1	5
1508	247	77	128	Sa MÕc Dã Nhân			1	5
1509	247	142	147	Sa MÕc Li®p C¦u			1	5
1510	247	202	46	Sa MÕc Chiªn Sî			1	5
1511	247	80	223	Sa MÕc Vu Sß			1	5
1512	251	68	23	D¸ch chuy¬n: Höa Di®m S½n		V§n chuy¬n	99	2
1513	251	39	94	B¡c Phß½ng ÐÕo T£c			1	5
1514	251	50	82	B¡c Phß½ng Cß¶ng ÐÕo			1	5
1515	251	82	81	Dñc Ngßu			1	5
1516	251	89	78	Thiªt Dñc Ngßu			1	5
1517	251	96	45	Hoang Nguyên Yªt			1	5
1518	251	78	42	Tây Vñc Mã Phï			1	5
1519	252	105	105	D¸ch chuy¬n: Cao Xß½ng		V§n chuy¬n	99	2
1520	252	73	91	Phª Khß Khüng Yªt			1	5
1521	252	35	59	Khô Tâu Binh			1	5
1522	252	55	90	Tây Vñc Vu Y			1	5
1523	252	50	46	Tây Vñc Tát Mãn			1	5
1524	252	72	42	Tây Vñc Thiªt T£c			1	5
1525	252	93	31	Tây Vñc Kiªp Phï			1	5
1526	253	34	18	Chuy¬n d¸ch: Tháp Lý Mµc		V§n chuy¬n	99	2
1527	253	101	32	Thñc Hü Ði¬u			1	5
1528	253	26	104	Sa Tr¥n			1	5
1529	253	39	48	Sa MÕc Dã Nhân			1	5
1530	253	57	33	Sa MÕc Li®p C¦u			1	5
1531	253	101	78	Sa MÕc Chiªn Sî			1	5
1532	253	84	98	Sa MÕc Vu Sß			1	5
1533	249	195	235	B¯i cänh: Lâu Lan		V§n chuy¬n	99	2
1534	249	47	21	B¯i cänh: Tän Mã Nhî		V§n chuy¬n	99	2
1535	249	20	210	B¯i cänh: Hãn Huyªt Lînh		V§n chuy¬n	99	2
1536	249	124	215	Lâm T¢ng			2	5
1537	249	154	210	Lan Sách An			2	5
1538	249	232	128	Tô M§u			2	5
1539	249	222	135	Trß½ng B¢ng Uy			2	5
1540	249	123	58	Liêu Qu¯c Tát Mãn			1	5
1541	249	212	73	Gia Lu§t Diên			1	5
1542	249	170	186	Mã Trß¶ng Thü V®			1	5
1543	249	184	132	Tu¥n Mã Sß			1	5
1544	249	32	146	ÐÕi Uy¬n Mã			1	5
1545	249	87	38	Liêu Qu¯c Chiªn Sî			1	5
1546	255	96	87	B¯i cänh: ÐÕi Uy¬n		V§n chuy¬n	99	2
1547	255	82	91	Liêu Qu¯c Chiªn Sî			1	5
1548	255	82	56	Tu¥n Mã Sß			1	5
1549	255	51	94	Liêu Qu¯c Tát Mãn			1	5
1550	255	40	68	ÐÕi Uy¬n Mã			1	5
1551	255	33	41	Mã Trß¶ng Thü V®			1	5
1552	260	138	147	Ng÷c Long	NPC Nhi®m vø		7	5
1553	260	138	153	Cáp Ba	Thß½ng nhân buôn bán ph¯i phß½ng	Ph¯i Phß½ng	6	3
1554	260	202	211	T× Hà Khách	D¸ch trÕm: Ông chü d¸ch trÕm	V§n chuy¬n	99	2
1555	260	65	167	Kim Sa	NPC Nhi®m vø		7	5
1556	260	65	164	Thß½ng Lan	NPC Nhi®m vø		7	5
1557	260	171	46	Hùng Kiªm	Ông chü ti®m Vû khí, Giám ð¸nh	Giám ð¸nh	5	4
